tool1,tool2,delta_IC,delta_FlipScore,delta_MeanPairwiseID,delta_Mismatch,delta_Match,label
clustal,muscle,0.0,0.0,0.0,0.0,0.0,1
tcoffee,mafft,0.0,0.0,0.0,0.0,0.0,1
tcoffee,clustal,0.0,0.0,0.0,0.0,0.0,1
tcoffee,muscle,0.0,0.0,0.0,0.0,0.0,1
muscle,mafft,0.0,0.0,0.0,0.0,0.0,0
muscle,clustal,0.0,0.0,0.0,0.0,0.0,0
muscle,tcoffee,0.0,0.0,0.0,0.0,0.0,0
mafft,clustal,0.05004999999999998,0.015525000000000011,-0.0028799999999999937,0.00034900000000001596,-0.006628999999999996,0
mafft,tcoffee,0.08660199999999998,0.011549000000000031,-0.036521000000000026,-0.011131000000000002,-0.04015400000000002,1
mafft,muscle,0.08785699999999999,0.010634000000000032,-0.03689399999999998,-0.011082000000000009,-0.04067500000000002,1
clustal,mafft,-0.05004999999999998,-0.015525000000000011,0.0028799999999999937,-0.00034900000000001596,0.006628999999999996,1
clustal,tcoffee,0.036552,-0.0039759999999999796,-0.03364100000000003,-0.011480000000000018,-0.03352500000000003,1
clustal,muscle,0.03780700000000001,-0.004890999999999979,-0.03401399999999999,-0.011431000000000024,-0.03404600000000002,1
tcoffee,mafft,-0.08660199999999998,-0.011549000000000031,0.036521000000000026,0.011131000000000002,0.04015400000000002,0
tcoffee,clustal,-0.036552,0.0039759999999999796,0.03364100000000003,0.011480000000000018,0.03352500000000003,0
tcoffee,muscle,0.0012550000000000061,-0.0009149999999999991,-0.0003729999999999567,4.899999999999349e-05,-0.0005209999999999937,1
muscle,mafft,-0.08785699999999999,-0.010634000000000032,0.03689399999999998,0.011082000000000009,0.04067500000000002,0
muscle,clustal,-0.03780700000000001,0.004890999999999979,0.03401399999999999,0.011431000000000024,0.03404600000000002,0
muscle,tcoffee,-0.0012550000000000061,0.0009149999999999991,0.0003729999999999567,-4.899999999999349e-05,0.0005209999999999937,0
mafft,clustal,0.032136,0.02690300000000001,-0.007943000000000033,-0.002597999999999989,-0.009548000000000001,0
mafft,tcoffee,0.34026999999999996,0.06819699999999995,-0.09576699999999999,-0.05149299999999998,-0.11179000000000006,1
mafft,muscle,0.352187,0.07426900000000003,-0.09411399999999998,-0.056724,-0.1159,1
clustal,mafft,-0.032136,-0.02690300000000001,0.007943000000000033,0.002597999999999989,0.009548000000000001,1
clustal,tcoffee,0.30813399999999996,0.04129399999999994,-0.08782399999999996,-0.048894999999999994,-0.10224200000000006,1
clustal,muscle,0.320051,0.04736600000000002,-0.08617099999999994,-0.05412600000000001,-0.106352,1
tcoffee,mafft,-0.34026999999999996,-0.06819699999999995,0.09576699999999999,0.05149299999999998,0.11179000000000006,0
tcoffee,clustal,-0.30813399999999996,-0.04129399999999994,0.08782399999999996,0.048894999999999994,0.10224200000000006,0
tcoffee,muscle,0.011917,0.006072000000000077,0.0016530000000000156,-0.005231000000000013,-0.004109999999999947,1
muscle,mafft,-0.352187,-0.07426900000000003,0.09411399999999998,0.056724,0.1159,0
muscle,clustal,-0.320051,-0.04736600000000002,0.08617099999999994,0.05412600000000001,0.106352,0
muscle,tcoffee,-0.011917,-0.006072000000000077,-0.0016530000000000156,0.005231000000000013,0.004109999999999947,0
mafft,clustal,0.0,0.0,0.0,0.0,0.0,0
mafft,tcoffee,0.0,0.0,0.0,0.0,0.0,0
mafft,muscle,0.0,0.0,0.0,0.0,0.0,0
clustal,mafft,0.0,0.0,0.0,0.0,0.0,0
clustal,tcoffee,0.0,0.0,0.0,0.0,0.0,0
clustal,muscle,0.0,0.0,0.0,0.0,0.0,0
tcoffee,mafft,0.0,0.0,0.0,0.0,0.0,0
tcoffee,clustal,0.0,0.0,0.0,0.0,0.0,0
tcoffee,muscle,0.0,0.0,0.0,0.0,0.0,0
muscle,mafft,0.0,0.0,0.0,0.0,0.0,0
muscle,clustal,0.0,0.0,0.0,0.0,0.0,0
muscle,tcoffee,0.0,0.0,0.0,0.0,0.0,0
mafft,clustal,-0.07575000000000001,-0.028178000000000036,-0.034135999999999944,0.04058400000000001,-0.04058499999999998,0
mafft,tcoffee,0.032855999999999996,-0.02089300000000005,-0.03620800000000002,-0.004813999999999985,-0.03622499999999995,0
mafft,muscle,0.01281199999999999,-0.02054900000000004,-0.03733399999999998,0.0007420000000000204,-0.04177999999999993,1
clustal,mafft,0.07575000000000001,0.028178000000000036,0.034135999999999944,-0.04058400000000001,0.04058499999999998,1
clustal,tcoffee,0.10860600000000001,0.007284999999999986,-0.0020720000000000738,-0.045397999999999994,0.0043600000000000305,0
clustal,muscle,0.088562,0.007628999999999997,-0.003198000000000034,-0.03984199999999999,-0.001194999999999946,1
tcoffee,mafft,-0.032855999999999996,0.02089300000000005,0.03620800000000002,0.004813999999999985,0.03622499999999995,1
tcoffee,clustal,-0.10860600000000001,-0.007284999999999986,0.0020720000000000738,0.045397999999999994,-0.0043600000000000305,1
tcoffee,muscle,-0.020044000000000006,0.00034400000000001096,-0.0011259999999999604,0.005556000000000005,-0.005554999999999977,1
muscle,mafft,-0.01281199999999999,0.02054900000000004,0.03733399999999998,-0.0007420000000000204,0.04177999999999993,0
muscle,clustal,-0.088562,-0.007628999999999997,0.003198000000000034,0.03984199999999999,0.001194999999999946,0
muscle,tcoffee,0.020044000000000006,-0.00034400000000001096,0.0011259999999999604,-0.005556000000000005,0.005554999999999977,0
mafft,clustal,0.030592000000000008,-0.008213000000000026,-0.005026000000000086,-0.004883000000000026,-0.007314000000000043,0
mafft,tcoffee,-0.009181999999999968,0.012656,-0.00019000000000002348,0.004231999999999986,0.0017490000000000006,0
mafft,muscle,0.009570999999999996,-0.01801699999999995,-0.010241000000000056,-0.0013869999999999993,-0.010810000000000097,1
clustal,mafft,-0.030592000000000008,0.008213000000000026,0.005026000000000086,0.004883000000000026,0.007314000000000043,1
clustal,tcoffee,-0.039773999999999976,0.020869000000000026,0.0048360000000000625,0.009115000000000012,0.009063000000000043,0
clustal,muscle,-0.021021000000000012,-0.009803999999999924,-0.00521499999999997,0.003496000000000027,-0.0034960000000000546,1
tcoffee,mafft,0.009181999999999968,-0.012656,0.00019000000000002348,-0.004231999999999986,-0.0017490000000000006,1
tcoffee,clustal,0.039773999999999976,-0.020869000000000026,-0.0048360000000000625,-0.009115000000000012,-0.009063000000000043,1
tcoffee,muscle,0.018752999999999964,-0.03067299999999995,-0.010051000000000032,-0.005618999999999985,-0.012559000000000098,1
muscle,mafft,-0.009570999999999996,0.01801699999999995,0.010241000000000056,0.0013869999999999993,0.010810000000000097,0
