tool1,tool2,delta_IC,delta_FlipScore,delta_MeanPairwiseID,delta_Mismatch,delta_Match,label
mafft,tcoffee,-0.015039000000000025,0.010870000000000046,-0.011470000000000091,0.0064519999999999855,-0.0064510000000000955,0
mafft,muscle,-0.007255999999999929,0.03695700000000002,-0.00788600000000006,0.003225999999999979,-0.003226000000000062,0
clustal,mafft,0.011576999999999948,-0.0010869999999999491,0.012426000000000048,-0.007526999999999992,0.007527000000000061,1
clustal,tcoffee,-0.003462000000000076,0.009783000000000097,0.0009559999999999569,-0.0010750000000000065,0.0010759999999999659,1
clustal,muscle,0.004321000000000019,0.03587000000000007,0.0045399999999999885,-0.004301000000000013,0.004300999999999999,1
tcoffee,mafft,0.015039000000000025,-0.010870000000000046,0.011470000000000091,-0.0064519999999999855,0.0064510000000000955,1
tcoffee,clustal,0.003462000000000076,-0.009783000000000097,-0.0009559999999999569,0.0010750000000000065,-0.0010759999999999659,0
tcoffee,muscle,0.007783000000000095,0.02608699999999997,0.0035840000000000316,-0.0032260000000000066,0.0032250000000000334,1
muscle,mafft,0.007255999999999929,-0.03695700000000002,0.00788600000000006,-0.003225999999999979,0.003226000000000062,1
muscle,clustal,-0.004321000000000019,-0.03587000000000007,-0.0045399999999999885,0.004301000000000013,-0.004300999999999999,0
muscle,tcoffee,-0.007783000000000095,-0.02608699999999997,-0.0035840000000000316,0.0032260000000000066,-0.0032250000000000334,0
mafft,clustal,0.01838699999999993,0.0027850000000000374,0.005238999999999994,-0.0008769999999999889,-0.008558999999999983,1
mafft,tcoffee,0.03831600000000002,-0.010077000000000003,-0.036633999999999944,-0.005573999999999996,-0.04390799999999995,0
mafft,muscle,-0.02841300000000002,0.011532000000000098,0.00882000000000005,0.0026750000000000107,0.0065470000000000805,1
clustal,mafft,-0.01838699999999993,-0.0027850000000000374,-0.005238999999999994,0.0008769999999999889,0.008558999999999983,0
clustal,tcoffee,0.019929000000000086,-0.01286200000000004,-0.04187299999999994,-0.004697000000000007,-0.035348999999999964,0
clustal,muscle,-0.04679999999999995,0.00874700000000006,0.0035810000000000564,0.0035519999999999996,0.015106000000000064,1
tcoffee,mafft,-0.03831600000000002,0.010077000000000003,0.036633999999999944,0.005573999999999996,0.04390799999999995,1
tcoffee,clustal,-0.019929000000000086,0.01286200000000004,0.04187299999999994,0.004697000000000007,0.035348999999999964,1
tcoffee,muscle,-0.06672900000000004,0.0216090000000001,0.045453999999999994,0.008249000000000006,0.05045500000000003,1
muscle,mafft,0.02841300000000002,-0.011532000000000098,-0.00882000000000005,-0.0026750000000000107,-0.0065470000000000805,0
muscle,clustal,0.04679999999999995,-0.00874700000000006,-0.0035810000000000564,-0.0035519999999999996,-0.015106000000000064,0
muscle,tcoffee,0.06672900000000004,-0.0216090000000001,-0.045453999999999994,-0.008249000000000006,-0.05045500000000003,0
mafft,clustal,-0.09157399999999999,0.03705899999999995,-0.01250699999999999,0.014374999999999999,-0.014373999999999998,0
mafft,tcoffee,-0.03311800000000001,-0.003581999999999974,-0.030620000000000036,0.0071340000000000015,-0.03115099999999993,0
mafft,muscle,0.045947,0.03699399999999997,-0.013103000000000031,0.005091999999999985,-0.020930000000000004,1
clustal,mafft,0.09157399999999999,-0.03705899999999995,0.01250699999999999,-0.014374999999999999,0.014373999999999998,1
clustal,tcoffee,0.05845599999999998,-0.04064099999999993,-0.018113000000000046,-0.0072409999999999974,-0.01677699999999993,1
clustal,muscle,0.137521,-6.499999999998174e-05,-0.0005960000000000409,-0.009283000000000013,-0.006556000000000006,1
tcoffee,mafft,0.03311800000000001,0.003581999999999974,0.030620000000000036,-0.0071340000000000015,0.03115099999999993,1
tcoffee,clustal,-0.05845599999999998,0.04064099999999993,0.018113000000000046,0.0072409999999999974,0.01677699999999993,0
tcoffee,muscle,0.07906500000000001,0.040575999999999945,0.017517000000000005,-0.002042000000000016,0.010220999999999925,1
muscle,mafft,-0.045947,-0.03699399999999997,0.013103000000000031,-0.005091999999999985,0.020930000000000004,0
muscle,clustal,-0.137521,6.499999999998174e-05,0.0005960000000000409,0.009283000000000013,0.006556000000000006,0
muscle,tcoffee,-0.07906500000000001,-0.040575999999999945,-0.017517000000000005,0.002042000000000016,-0.010220999999999925,0
mafft,clustal,-0.01073200000000002,0.010485000000000078,-0.005450999999999984,0.00034000000000000696,-0.010272999999999977,0
mafft,tcoffee,0.05096200000000001,0.04339800000000005,-0.037005000000000066,-0.013882000000000005,-0.038177999999999934,0
mafft,muscle,-0.03257099999999996,0.03872500000000001,0.010480999999999963,0.006566000000000002,0.012639000000000067,1
clustal,mafft,0.01073200000000002,-0.010485000000000078,0.005450999999999984,-0.00034000000000000696,0.010272999999999977,1
clustal,tcoffee,0.06169400000000003,0.03291299999999997,-0.03155400000000008,-0.014222000000000012,-0.027904999999999958,0
clustal,muscle,-0.021838999999999942,0.028239999999999932,0.015931999999999946,0.006225999999999995,0.022912000000000043,1
tcoffee,mafft,-0.05096200000000001,-0.04339800000000005,0.037005000000000066,0.013882000000000005,0.038177999999999934,1
tcoffee,clustal,-0.06169400000000003,-0.03291299999999997,0.03155400000000008,0.014222000000000012,0.027904999999999958,1
tcoffee,muscle,-0.08353299999999997,-0.004673000000000038,0.04748600000000003,0.020448000000000008,0.050817,1
muscle,mafft,0.03257099999999996,-0.03872500000000001,-0.010480999999999963,-0.006566000000000002,-0.012639000000000067,0
muscle,clustal,0.021838999999999942,-0.028239999999999932,-0.015931999999999946,-0.006225999999999995,-0.022912000000000043,0
muscle,tcoffee,0.08353299999999997,0.004673000000000038,-0.04748600000000003,-0.020448000000000008,-0.050817,0
mafft,clustal,0.00016700000000002824,-0.003738000000000019,-6.20000000000065e-05,0.0,0.0,0
mafft,tcoffee,0.000304000000000082,0.0,-0.00015500000000001624,0.0,0.0,0
mafft,muscle,0.00016700000000002824,-0.003738000000000019,-6.20000000000065e-05,0.0,0.0,1
clustal,mafft,-0.00016700000000002824,0.003738000000000019,6.20000000000065e-05,0.0,0.0,1
clustal,tcoffee,0.00013700000000005375,0.003738000000000019,-9.300000000000974e-05,0.0,0.0,0
clustal,muscle,0.0,0.0,0.0,0.0,0.0,1
tcoffee,mafft,-0.000304000000000082,0.0,0.00015500000000001624,0.0,0.0,1
tcoffee,clustal,-0.00013700000000005375,-0.003738000000000019,9.300000000000974e-05,0.0,0.0,0
tcoffee,muscle,-0.00013700000000005375,-0.003738000000000019,9.300000000000974e-05,0.0,0.0,1
muscle,mafft,-0.00016700000000002824,0.003738000000000019,6.20000000000065e-05,0.0,0.0,0
muscle,clustal,0.0,0.0,0.0,0.0,0.0,0
muscle,tcoffee,0.00013700000000005375,0.003738000000000019,-9.300000000000974e-05,0.0,0.0,0
mafft,clustal,-0.023482999999999976,0.010130000000000083,0.010217000000000032,0.008042999999999995,0.00353799999999993,1
mafft,tcoffee,0.0029949999999999977,-0.012819999999999943,-0.0035159999999999636,0.0017579999999999818,-0.0017580000000000373,0
mafft,muscle,-0.002919000000000005,0.037556000000000034,0.0032520000000000326,0.006307000000000007,0.00527500000000003,1
clustal,mafft,0.023482999999999976,-0.010130000000000083,-0.010217000000000032,-0.008042999999999995,-0.00353799999999993,0
clustal,tcoffee,0.026477999999999974,-0.022950000000000026,-0.013732999999999995,-0.006285000000000013,-0.005295999999999967,0
clustal,muscle,0.02056399999999997,0.02742599999999995,-0.006964999999999999,-0.0017359999999999876,0.0017370000000000996,1
tcoffee,mafft,-0.0029949999999999977,0.012819999999999943,0.0035159999999999636,-0.0017579999999999818,0.0017580000000000373,1
tcoffee,clustal,-0.026477999999999974,0.022950000000000026,0.013732999999999995,0.006285000000000013,0.005295999999999967,1
tcoffee,muscle,-0.005914000000000003,0.050375999999999976,0.006767999999999996,0.004549000000000025,0.007033000000000067,1
muscle,mafft,0.002919000000000005,-0.037556000000000034,-0.0032520000000000326,-0.006307000000000007,-0.00527500000000003,0
muscle,clustal,-0.02056399999999997,-0.02742599999999995,0.006964999999999999,0.0017359999999999876,-0.0017370000000000996,0
muscle,tcoffee,0.005914000000000003,-0.050375999999999976,-0.006767999999999996,-0.004549000000000025,-0.007033000000000067,0
mafft,clustal,-0.006472999999999951,0.006249999999999978,-0.002646000000000037,0.0030870000000000064,-0.003086000000000033,1
mafft,tcoffee,0.015385000000000093,0.0,-0.004408999999999996,0.0015439999999999898,-0.001543000000000072,0
mafft,muscle,-0.08617299999999994,0.052842000000000056,0.00012599999999995948,0.02099899999999999,0.013834000000000013,1
clustal,mafft,0.006472999999999951,-0.006249999999999978,0.002646000000000037,-0.0030870000000000064,0.003086000000000033,0
clustal,tcoffee,0.021858000000000044,-0.006249999999999978,-0.001762999999999959,-0.0015430000000000166,0.001542999999999961,0
clustal,muscle,-0.0797,0.04659200000000008,0.0027719999999999967,0.017911999999999983,0.016920000000000046,1
tcoffee,mafft,-0.015385000000000093,0.0,0.004408999999999996,-0.0015439999999999898,0.001543000000000072,1
tcoffee,clustal,-0.021858000000000044,0.006249999999999978,0.001762999999999959,0.0015430000000000166,-0.001542999999999961,1
tcoffee,muscle,-0.10155800000000004,0.052842000000000056,0.004534999999999956,0.019455,0.015377000000000085,1
muscle,mafft,0.08617299999999994,-0.052842000000000056,-0.00012599999999995948,-0.02099899999999999,-0.013834000000000013,0
muscle,clustal,0.0797,-0.04659200000000008,-0.0027719999999999967,-0.017911999999999983,-0.016920000000000046,0
muscle,tcoffee,0.10155800000000004,-0.052842000000000056,-0.004534999999999956,-0.019455,-0.015377000000000085,0
mafft,clustal,0.005506999999999984,0.011872999999999911,-0.008021999999999974,0.006951999999999986,-0.006952000000000069,1
mafft,tcoffee,-0.02012999999999998,0.00926999999999989,-0.021712999999999982,0.011563999999999991,-0.019683000000000006,0
mafft,muscle,-0.06311,0.04733299999999996,0.002870000000000039,0.024917999999999996,0.006135999999999919,1
clustal,mafft,-0.005506999999999984,-0.011872999999999911,0.008021999999999974,-0.006951999999999986,0.006952000000000069,0
clustal,tcoffee,-0.025636999999999965,-0.002603000000000022,-0.013691000000000009,0.004612000000000005,-0.012730999999999937,0
clustal,muscle,-0.06861699999999998,0.03546000000000005,0.010892000000000013,0.01796600000000001,0.013087999999999989,1
tcoffee,mafft,0.02012999999999998,-0.00926999999999989,0.021712999999999982,-0.011563999999999991,0.019683000000000006,1
tcoffee,clustal,0.025636999999999965,0.002603000000000022,0.013691000000000009,-0.004612000000000005,0.012730999999999937,1
tcoffee,muscle,-0.04298000000000002,0.03806300000000007,0.02458300000000002,0.013354000000000005,0.025818999999999925,1
muscle,mafft,0.06311,-0.04733299999999996,-0.002870000000000039,-0.024917999999999996,-0.006135999999999919,0
muscle,clustal,0.06861699999999998,-0.03546000000000005,-0.010892000000000013,-0.01796600000000001,-0.013087999999999989,0
muscle,tcoffee,0.04298000000000002,-0.03806300000000007,-0.02458300000000002,-0.013354000000000005,-0.025818999999999925,0
mafft,clustal,-0.011519999999999975,0.0022699999999999942,-0.0011240000000000139,0.005174999999999999,-0.0004129999999999967,1
mafft,tcoffee,-0.007394000000000012,0.007766999999999968,-0.005797000000000052,0.004830999999999988,-0.00483100000000003,0
mafft,muscle,-0.017892999999999937,0.008066999999999935,-0.00593100000000002,0.008059999999999998,-0.003298000000000023,1
clustal,mafft,0.011519999999999975,-0.0022699999999999942,0.0011240000000000139,-0.005174999999999999,0.0004129999999999967,0
clustal,tcoffee,0.004125999999999963,0.005496999999999974,-0.004673000000000038,-0.00034400000000001096,-0.004418000000000033,0
clustal,muscle,-0.006372999999999962,0.005796999999999941,-0.004807000000000006,0.0028849999999999987,-0.0028850000000000264,1
tcoffee,mafft,0.007394000000000012,-0.007766999999999968,0.005797000000000052,-0.004830999999999988,0.00483100000000003,1
tcoffee,clustal,-0.004125999999999963,-0.005496999999999974,0.004673000000000038,0.00034400000000001096,0.004418000000000033,1
tcoffee,muscle,-0.010498999999999925,0.00029999999999996696,-0.00013399999999996748,0.0032290000000000096,0.0015330000000000066,1
muscle,mafft,0.017892999999999937,-0.008066999999999935,0.00593100000000002,-0.008059999999999998,0.003298000000000023,0
muscle,clustal,0.006372999999999962,-0.005796999999999941,0.004807000000000006,-0.0028849999999999987,0.0028850000000000264,0
muscle,tcoffee,0.010498999999999925,-0.00029999999999996696,0.00013399999999996748,-0.0032290000000000096,-0.0015330000000000066,0
mafft,clustal,0.001466999999999996,0.006879999999999997,0.0071390000000000065,0.0010259999999999991,-0.0010259999999999714,0
mafft,tcoffee,-0.010440000000000005,0.008943999999999952,0.002606999999999915,0.0006839999999999902,-0.0006840000000000179,0
mafft,muscle,-0.04575400000000002,0.03198000000000001,-0.004145000000000065,0.011588999999999988,-0.0010529999999999706,1
clustal,mafft,-0.001466999999999996,-0.006879999999999997,-0.0071390000000000065,-0.0010259999999999991,0.0010259999999999714,1
clustal,tcoffee,-0.011907000000000001,0.0020639999999999548,-0.0045320000000000915,-0.00034200000000000896,0.00034199999999995345,0
clustal,muscle,-0.04722100000000001,0.02510000000000001,-0.011284000000000072,0.010562999999999989,-2.6999999999999247e-05,1
