tool1,tool2,delta_IC,delta_FlipScore,delta_MeanPairwiseID,delta_Mismatch,delta_Match,label
mafft,clustal,-0.035255999999999954,0.014139000000000013,-0.006618999999999986,-0.0025370000000000115,-0.0024759999999999227,0
mafft,tcoffee,0.15990100000000002,-0.0004210000000000047,-0.031681000000000015,-0.04162100000000002,-0.05393700000000001,0
mafft,muscle,-0.06839699999999999,0.09333000000000002,-0.007496999999999976,0.016351999999999978,0.003045999999999993,1
clustal,mafft,0.035255999999999954,-0.014139000000000013,0.006618999999999986,0.0025370000000000115,0.0024759999999999227,1
clustal,tcoffee,0.19515699999999997,-0.014560000000000017,-0.02506200000000003,-0.03908400000000001,-0.05146100000000009,1
clustal,muscle,-0.03314100000000003,0.07919100000000001,-0.0008779999999999899,0.01888899999999999,0.005521999999999916,1
tcoffee,mafft,-0.15990100000000002,0.0004210000000000047,0.031681000000000015,0.04162100000000002,0.05393700000000001,1
tcoffee,clustal,-0.19515699999999997,0.014560000000000017,0.02506200000000003,0.03908400000000001,0.05146100000000009,0
tcoffee,muscle,-0.228298,0.09375100000000003,0.02418400000000004,0.057973,0.056983000000000006,1
muscle,mafft,0.06839699999999999,-0.09333000000000002,0.007496999999999976,-0.016351999999999978,-0.003045999999999993,0
muscle,clustal,0.03314100000000003,-0.07919100000000001,0.0008779999999999899,-0.01888899999999999,-0.005521999999999916,0
muscle,tcoffee,0.228298,-0.09375100000000003,-0.02418400000000004,-0.057973,-0.056983000000000006,0
mafft,clustal,0.0015999999999999903,-0.009526000000000034,0.013607999999999953,0.004601999999999995,0.016664000000000012,0
mafft,tcoffee,0.016496999999999984,-0.009186000000000027,-0.02609499999999998,1.2999999999985246e-05,-0.028098999999999985,1
mafft,muscle,-0.03485100000000002,0.06264000000000003,0.021186000000000038,0.015634999999999982,0.025908000000000042,1
clustal,mafft,-0.0015999999999999903,0.009526000000000034,-0.013607999999999953,-0.004601999999999995,-0.016664000000000012,1
clustal,tcoffee,0.014896999999999994,0.00034000000000000696,-0.03970299999999993,-0.00458900000000001,-0.044763,1
clustal,muscle,-0.03645100000000001,0.07216600000000006,0.007578000000000085,0.011032999999999987,0.00924400000000003,1
tcoffee,mafft,-0.016496999999999984,0.009186000000000027,0.02609499999999998,-1.2999999999985246e-05,0.028098999999999985,0
tcoffee,clustal,-0.014896999999999994,-0.00034000000000000696,0.03970299999999993,0.00458900000000001,0.044763,0
tcoffee,muscle,-0.051348000000000005,0.07182600000000006,0.04728100000000002,0.015621999999999997,0.05400700000000003,1
muscle,mafft,0.03485100000000002,-0.06264000000000003,-0.021186000000000038,-0.015634999999999982,-0.025908000000000042,0
muscle,clustal,0.03645100000000001,-0.07216600000000006,-0.007578000000000085,-0.011032999999999987,-0.00924400000000003,0
muscle,tcoffee,0.051348000000000005,-0.07182600000000006,-0.04728100000000002,-0.015621999999999997,-0.05400700000000003,0
mafft,clustal,0.06839100000000004,0.013191000000000064,-0.036138,-0.01755599999999999,-0.04167900000000002,0
mafft,tcoffee,0.180017,-0.04695499999999997,-0.07091199999999998,-0.03487799999999999,-0.08755400000000002,1
mafft,muscle,0.193437,-0.021305999999999936,-0.05678099999999997,-0.036738999999999994,-0.07223200000000007,1
clustal,mafft,-0.06839100000000004,-0.013191000000000064,0.036138,0.01755599999999999,0.04167900000000002,1
clustal,tcoffee,0.11162599999999998,-0.06014600000000003,-0.03477399999999997,-0.017322000000000004,-0.045875,1
clustal,muscle,0.12504599999999996,-0.034497,-0.020642999999999967,-0.019183000000000006,-0.030553000000000052,1
tcoffee,mafft,-0.180017,0.04695499999999997,0.07091199999999998,0.03487799999999999,0.08755400000000002,0
tcoffee,clustal,-0.11162599999999998,0.06014600000000003,0.03477399999999997,0.017322000000000004,0.045875,0
tcoffee,muscle,0.013419999999999987,0.025649000000000033,0.014131000000000005,-0.0018610000000000015,0.015321999999999947,1
muscle,mafft,-0.193437,0.021305999999999936,0.05678099999999997,0.036738999999999994,0.07223200000000007,0
muscle,clustal,-0.12504599999999996,0.034497,0.020642999999999967,0.019183000000000006,0.030553000000000052,0
muscle,tcoffee,-0.013419999999999987,-0.025649000000000033,-0.014131000000000005,0.0018610000000000015,-0.015321999999999947,0
mafft,clustal,0.13701,0.06481499999999996,-0.02527600000000002,-0.014697000000000016,-0.051088999999999996,1
mafft,tcoffee,0.363205,0.04388700000000001,-0.116531,-0.08926899999999999,-0.14138699999999998,0
mafft,muscle,0.368176,0.034972,-0.11506100000000002,-0.09253300000000003,-0.133996,1
clustal,mafft,-0.13701,-0.06481499999999996,0.02527600000000002,0.014697000000000016,0.051088999999999996,0
clustal,tcoffee,0.226195,-0.020927999999999947,-0.09125499999999998,-0.07457199999999997,-0.09029799999999999,0
clustal,muscle,0.231166,-0.029842999999999953,-0.089785,-0.07783600000000002,-0.08290700000000001,1
tcoffee,mafft,-0.363205,-0.04388700000000001,0.116531,0.08926899999999999,0.14138699999999998,1
tcoffee,clustal,-0.226195,0.020927999999999947,0.09125499999999998,0.07457199999999997,0.09029799999999999,1
tcoffee,muscle,0.004971000000000003,-0.008915000000000006,0.0014699999999999713,-0.0032640000000000446,0.007390999999999981,1
muscle,mafft,-0.368176,-0.034972,0.11506100000000002,0.09253300000000003,0.133996,0
muscle,clustal,-0.231166,0.029842999999999953,0.089785,0.07783600000000002,0.08290700000000001,0
muscle,tcoffee,-0.004971000000000003,0.008915000000000006,-0.0014699999999999713,0.0032640000000000446,-0.007390999999999981,0
mafft,clustal,0.06852500000000006,-0.01021099999999997,-0.022005000000000052,-0.013241000000000003,-0.025005000000000055,1
mafft,tcoffee,0.06007300000000004,0.011255000000000015,-0.04006799999999999,-0.008377000000000023,-0.05031600000000003,0
mafft,muscle,-0.052576999999999985,0.03215599999999996,-0.009739999999999971,0.01822299999999999,-0.006198000000000037,1
clustal,mafft,-0.06852500000000006,0.01021099999999997,0.022005000000000052,0.013241000000000003,0.025005000000000055,0
clustal,tcoffee,-0.008452000000000015,0.021465999999999985,-0.01806299999999994,0.0048639999999999795,-0.025310999999999972,0
clustal,muscle,-0.12110200000000004,0.04236699999999993,0.012265000000000081,0.03146399999999999,0.018807000000000018,1
tcoffee,mafft,-0.06007300000000004,-0.011255000000000015,0.04006799999999999,0.008377000000000023,0.05031600000000003,1
tcoffee,clustal,0.008452000000000015,-0.021465999999999985,0.01806299999999994,-0.0048639999999999795,0.025310999999999972,1
tcoffee,muscle,-0.11265000000000003,0.020900999999999947,0.03032800000000002,0.026600000000000013,0.04411799999999999,1
muscle,mafft,0.052576999999999985,-0.03215599999999996,0.009739999999999971,-0.01822299999999999,0.006198000000000037,0
muscle,clustal,0.12110200000000004,-0.04236699999999993,-0.012265000000000081,-0.03146399999999999,-0.018807000000000018,0
muscle,tcoffee,0.11265000000000003,-0.020900999999999947,-0.03032800000000002,-0.026600000000000013,-0.04411799999999999,0
mafft,clustal,-0.00535399999999997,0.02190099999999995,-0.031057,-0.006872000000000017,-0.03506599999999993,0
mafft,tcoffee,0.246181,0.044365999999999906,-0.098308,-0.076346,-0.11154299999999995,0
mafft,muscle,-0.09711599999999998,0.074627,-0.008807999999999983,0.020837999999999995,-0.0062949999999999395,1
clustal,mafft,0.00535399999999997,-0.02190099999999995,0.031057,0.006872000000000017,0.03506599999999993,1
clustal,tcoffee,0.25153499999999995,0.022464999999999957,-0.067251,-0.06947399999999998,-0.07647700000000002,0
clustal,muscle,-0.09176200000000001,0.05272600000000005,0.02224900000000002,0.027710000000000012,0.02877099999999999,1
tcoffee,mafft,-0.246181,-0.044365999999999906,0.098308,0.076346,0.11154299999999995,1
tcoffee,clustal,-0.25153499999999995,-0.022464999999999957,0.067251,0.06947399999999998,0.07647700000000002,1
tcoffee,muscle,-0.34329699999999996,0.030261000000000093,0.08950000000000002,0.09718399999999999,0.10524800000000001,1
muscle,mafft,0.09711599999999998,-0.074627,0.008807999999999983,-0.020837999999999995,0.0062949999999999395,0
muscle,clustal,0.09176200000000001,-0.05272600000000005,-0.02224900000000002,-0.027710000000000012,-0.02877099999999999,0
muscle,tcoffee,0.34329699999999996,-0.030261000000000093,-0.08950000000000002,-0.09718399999999999,-0.10524800000000001,0
mafft,clustal,0.10775,0.16507799999999995,-0.08693100000000001,-0.07790599999999999,-0.122143,0
mafft,tcoffee,0.368545,0.15168499999999996,-0.21555700000000003,-0.203052,-0.275944,1
mafft,muscle,0.32108000000000003,0.15576,-0.183117,-0.17425200000000002,-0.23683500000000002,1
clustal,mafft,-0.10775,-0.16507799999999995,0.08693100000000001,0.07790599999999999,0.122143,1
clustal,tcoffee,0.260795,-0.013392999999999988,-0.12862600000000002,-0.125146,-0.15380100000000002,1
clustal,muscle,0.21333000000000002,-0.009317999999999937,-0.096186,-0.09634600000000001,-0.11469200000000002,1
tcoffee,mafft,-0.368545,-0.15168499999999996,0.21555700000000003,0.203052,0.275944,0
tcoffee,clustal,-0.260795,0.013392999999999988,0.12862600000000002,0.125146,0.15380100000000002,0
tcoffee,muscle,-0.04746499999999998,0.004075000000000051,0.032440000000000024,0.028799999999999992,0.039109000000000005,1
muscle,mafft,-0.32108000000000003,-0.15576,0.183117,0.17425200000000002,0.23683500000000002,0
muscle,clustal,-0.21333000000000002,0.009317999999999937,0.096186,0.09634600000000001,0.11469200000000002,0
muscle,tcoffee,0.04746499999999998,-0.004075000000000051,-0.032440000000000024,-0.028799999999999992,-0.039109000000000005,0
mafft,clustal,0.022716999999999987,0.05970500000000001,-0.053190000000000015,-0.006807999999999981,-0.050489000000000006,0
mafft,tcoffee,0.23965,0.08516299999999999,-0.108771,-0.06403999999999999,-0.11477900000000002,0
mafft,muscle,-0.06515600000000002,0.15604700000000005,-0.059872000000000036,0.023134000000000016,-0.044379,1
clustal,mafft,-0.022716999999999987,-0.05970500000000001,0.053190000000000015,0.006807999999999981,0.050489000000000006,1
clustal,tcoffee,0.21693300000000001,0.02545799999999998,-0.05558099999999999,-0.057232000000000005,-0.06429000000000001,0
clustal,muscle,-0.087873,0.09634200000000004,-0.006682000000000021,0.029941999999999996,0.006110000000000004,1
tcoffee,mafft,-0.23965,-0.08516299999999999,0.108771,0.06403999999999999,0.11477900000000002,1
tcoffee,clustal,-0.21693300000000001,-0.02545799999999998,0.05558099999999999,0.057232000000000005,0.06429000000000001,1
tcoffee,muscle,-0.304806,0.07088400000000006,0.04889899999999997,0.087174,0.07040000000000002,1
muscle,mafft,0.06515600000000002,-0.15604700000000005,0.059872000000000036,-0.023134000000000016,0.044379,0
muscle,clustal,0.087873,-0.09634200000000004,0.006682000000000021,-0.029941999999999996,-0.006110000000000004,0
muscle,tcoffee,0.304806,-0.07088400000000006,-0.04889899999999997,-0.087174,-0.07040000000000002,0
mafft,clustal,0.084168,0.030073000000000016,-0.001463999999999993,0.00020999999999998797,-0.044653,1
mafft,tcoffee,0.324718,0.09832299999999994,-0.07589300000000002,-0.10039200000000001,-0.09943099999999999,1
mafft,muscle,0.33846200000000004,0.09271300000000005,-0.07631200000000002,-0.089193,-0.11063,1
clustal,mafft,-0.084168,-0.030073000000000016,0.001463999999999993,-0.00020999999999998797,0.044653,0
clustal,tcoffee,0.24054999999999999,0.06824999999999992,-0.07442900000000002,-0.100602,-0.05477799999999999,1
clustal,muscle,0.254294,0.06264000000000003,-0.07484800000000003,-0.08940299999999998,-0.06597700000000001,1
tcoffee,mafft,-0.324718,-0.09832299999999994,0.07589300000000002,0.10039200000000001,0.09943099999999999,0
tcoffee,clustal,-0.24054999999999999,-0.06824999999999992,0.07442900000000002,0.100602,0.05477799999999999,0
tcoffee,muscle,0.013744000000000006,-0.005609999999999893,-0.0004190000000000027,0.011199000000000014,-0.011199000000000014,1
muscle,mafft,-0.33846200000000004,-0.09271300000000005,0.07631200000000002,0.089193,0.11063,0
muscle,clustal,-0.254294,-0.06264000000000003,0.07484800000000003,0.08940299999999998,0.06597700000000001,0
muscle,tcoffee,-0.013744000000000006,0.005609999999999893,0.0004190000000000027,-0.011199000000000014,0.011199000000000014,0
mafft,clustal,0.07714,0.027538000000000062,0.012152999999999997,-0.0023150000000000115,-0.004859000000000002,1
mafft,tcoffee,0.190042,0.023092,-0.04892199999999999,-0.05460999999999999,-0.053030999999999995,1
mafft,muscle,0.326473,0.021565999999999974,-0.049822000000000005,-0.06517200000000001,-0.04608699999999999,1
clustal,mafft,-0.07714,-0.027538000000000062,-0.012152999999999997,0.0023150000000000115,0.004859000000000002,0
clustal,tcoffee,0.112902,-0.004446000000000061,-0.06107499999999999,-0.05229499999999998,-0.04817199999999999,0
clustal,muscle,0.249333,-0.005972000000000088,-0.061975,-0.062857,-0.04122799999999999,1
tcoffee,mafft,-0.190042,-0.023092,0.04892199999999999,0.05460999999999999,0.053030999999999995,0
tcoffee,clustal,-0.112902,0.004446000000000061,0.06107499999999999,0.05229499999999998,0.04817199999999999,1
tcoffee,muscle,0.136431,-0.0015260000000000273,-0.0009000000000000119,-0.010562000000000016,0.006944000000000006,1
muscle,mafft,-0.326473,-0.021565999999999974,0.049822000000000005,0.06517200000000001,0.04608699999999999,0
muscle,clustal,-0.249333,0.005972000000000088,0.061975,0.062857,0.04122799999999999,0
muscle,tcoffee,-0.136431,0.0015260000000000273,0.0009000000000000119,0.010562000000000016,-0.006944000000000006,0
mafft,clustal,-0.008516999999999997,0.007079999999999975,-0.005263000000000018,0.0035089999999999982,-0.0035089999999999844,0
mafft,tcoffee,-0.02555099999999999,0.007079999999999975,-0.01578999999999997,0.010527000000000002,-0.010526000000000035,0
mafft,muscle,-0.017033999999999994,0.007079999999999975,-0.010527000000000064,0.007018000000000003,-0.00701699999999994,1
clustal,mafft,0.008516999999999997,-0.007079999999999975,0.005263000000000018,-0.0035089999999999982,0.0035089999999999844,1
clustal,tcoffee,-0.017033999999999994,0.0,-0.010526999999999953,0.007018000000000003,-0.007017000000000051,0
clustal,muscle,-0.008516999999999997,0.0,-0.005264000000000046,0.003509000000000005,-0.0035079999999999556,1
tcoffee,mafft,0.02555099999999999,-0.007079999999999975,0.01578999999999997,-0.010527000000000002,0.010526000000000035,1
tcoffee,clustal,0.017033999999999994,0.0,0.010526999999999953,-0.007018000000000003,0.007017000000000051,1
tcoffee,muscle,0.008516999999999997,0.0,0.005262999999999907,-0.0035089999999999982,0.0035090000000000954,1
muscle,mafft,0.017033999999999994,-0.007079999999999975,0.010527000000000064,-0.007018000000000003,0.00701699999999994,0
muscle,clustal,0.008516999999999997,0.0,0.005264000000000046,-0.003509000000000005,0.0035079999999999556,0
muscle,tcoffee,-0.008516999999999997,0.0,-0.005262999999999907,0.0035089999999999982,-0.0035090000000000954,0
mafft,clustal,0.002937999999999996,9.00000000000345e-05,0.0010419999999999874,-0.0001360000000000007,0.00013499999999999623,1
mafft,tcoffee,0.0,0.0,0.0,0.0,0.0,0
mafft,muscle,0.0028890000000000304,0.0041120000000000045,0.008371000000000017,0.0004299999999999998,0.008256000000000041,1
clustal,mafft,-0.002937999999999996,-9.00000000000345e-05,-0.0010419999999999874,0.0001360000000000007,-0.00013499999999999623,0
clustal,tcoffee,-0.002937999999999996,-9.00000000000345e-05,-0.0010419999999999874,0.0001360000000000007,-0.00013499999999999623,0
clustal,muscle,-4.899999999996574e-05,0.00402199999999997,0.00732900000000003,0.0005660000000000005,0.008121000000000045,1
tcoffee,mafft,0.0,0.0,0.0,0.0,0.0,1
tcoffee,clustal,0.002937999999999996,9.00000000000345e-05,0.0010419999999999874,-0.0001360000000000007,0.00013499999999999623,1
tcoffee,muscle,0.0028890000000000304,0.0041120000000000045,0.008371000000000017,0.0004299999999999998,0.008256000000000041,1
muscle,mafft,-0.0028890000000000304,-0.0041120000000000045,-0.008371000000000017,-0.0004299999999999998,-0.008256000000000041,0
muscle,clustal,4.899999999996574e-05,-0.00402199999999997,-0.00732900000000003,-0.0005660000000000005,-0.008121000000000045,0
muscle,tcoffee,-0.0028890000000000304,-0.0041120000000000045,-0.008371000000000017,-0.0004299999999999998,-0.008256000000000041,0
mafft,clustal,0.0,0.0,0.0,0.0,0.0,0
